3Alpha_Code,Taxonomic_Code,Name_en,Scientific_Name
EGN,3161600314,Guinea razor shell,Solen guineensis
RAZ,31616003XX,Solen razor clams nei,Solen spp
EQK,3161600501,Arched razor shell,Ensis magnus
CLR,3161600502,Atl.jackknife(=Atl.razor clam),Ensis directus
EQE,3161600503,Pod razor shell,Ensis ensis
EQH,3161600504,Giant jackknife,Ensis macha
EQI,3161600505,Sword razor shell,Ensis siliqua
ENY,3161600506,Goree razor clam,Ensis goreensis
EQX,31616005XX,Ensis razor clams nei,Ensis spp
RAP,3161600701,Pacific razor clam,Siliqua patula
IQA,3161600702,Dall's razor clam,Siliqua alta
IQR,3161600703,Sunset razor clam,Siliqua radiata
IQW,3161600704,Winter's razor clam,Siliqua winteriana
IQX,31616007XX,,Siliqua spp
ULN,3161600801,African knife shell,Cultellus tenuis
UOX,31616008XX,,Cultellus spp
SOI,31616XXXXX,"Razor clams, knife clams nei",Solenidae
CLS,3161700601,Sand gaper,Mya arenaria
YTK,3161700602,Blunt gaper,Mya truncata
MWA,31617006XX,Gaper nei,Mya spp
ZHA,3161801201,Arctic hiatella,Hiatella arctica
GEC,3161808901,Pacific geoduck,Panopea generosa
PQV,3161808902,Aldrovandi's panope,Panopea glycimeris
JPB,3161808903,New Zealand geoduck,Panopea zelandica
GEX,31618089XX,,Panopea spp
HXD,3161900101,Common hemidonax,Hemidonax donaciformis
NOQ,3162000201,Common jingle shell,Anomia ephippium
NPV,3162000202,Peruvian jingle shell,Anomia peruviana
NLX,31620002XX,,Anomia spp
ODQ,3162000301,Abalone jingle shell,Pododesmus cepio
NXX,31620003XX,,Pododesmus spp
BVL,3162100101,Violet batissa,Batissa violacea
YMA,3162100201,Equilateral marsh clam,Polymesoda aequilatera
YMR,3162100202,Carolina marsh clam,Polymesoda caroliniana
YME,3162100203,Common geloina,Polymesoda erosa
YMX,3162100204,Broad geloina,Polymesoda expansa
YMT,3162100205,Triangular mash clam,Polymesoda triangula
YMI,3162100206,Inflated marsh clam,Polymesoda inflata
YMK,3162100207,Slender marsh clam,Polymesoda arctata
YMB,3162100208,Bengali geloina,Polymesoda bengalensis
YGX,31621002XX,,Polymesoda spp
VIY,3162100301,Common Indian marsh clam,Villorita cyprinoides
CMJ,3162102502,Japanese corbicula,Corbicula japonica
CMM,3162102503,Manila clam,Corbicula manilensis
CMA,3162102504,Asian clam,Corbicula fluminea
CLF,31621025XX,Freshwater clams nei,Corbicula spp
FIF,3162200101,Common basket lucina,Fimbria fimbriata
FIV,3162200102,Elegant basket lucina,Fimbria soverbii
AKK,3162300101,Spiny cockle,Acanthocardia aculeata
AKJ,3162300102,European prickly cockle,Acanthocardia echinata
KTU,3162300103,Poorly ribbed cockle,Acanthocardia paucicostata
KTS,3162300104,Sand cockle,Acanthocardia spinosa
KTT,3162300105,Tuberculate cockle,Acanthocardia tuberculata
KTG,3162300202,Olive green cockle,Cerastoderma glaucum
COC,3162300203,Common edible cockle,Cerastoderma edule
KDO,3162300301,Costate cockle,Cardium costatum
KDR,3162300302,Gaping cockle,Cardium ringens
KFX,31623003XX,,Cardium spp
KCW,3162300401,Bulow's cockle,Clinocardium buelowi
KCL,3162300402,Basket cockle,Clinocardium nuttallii
DKR,3162300501,Giant atlantic cockle,Dinocardium robustum
FVM,3162300601,Japanese cockle,Fulvia mutica
FVP,3162300602,Paper cockle,Fulvia papyracea
FVX,31623006XX,,Fulvia spp
YNK,3162300701,Folded lagoon cockle,Hypanis plicatus
LVC,3162300801,Norwegian egg cockle,Laevicardium crassum
LVL,3162300802,Giant Pacific egg cockle,Laevicardium elatum
LVO,3162300803,Oblong egg cockle,Laevicardium oblongum
LVV,3162300804,Common egg cockle,Laevicardium laevigatum
KZX,31623008XX,Egg cockles nei,Laevicardium spp
MDK,3162300901,Coloured lagoon cockle,Monodacna colorata
TKQ,3162301001,Consors' cockle,Trachycardium consors
TDX,3162301002,American prickly cockle,Trachycardium egmontianum
TIQ,3162301003,Even cockle,Trachycardium isocardia
TIX,3162301004,American yellow cockle,Trachycardium muricatum
TQP,3162301005,Mexican cockle,Trachycardium panamense
TQO,3162301006,Slender cockle,Trachycardium procerum
TQR,3162301007,Pacific yellow cockle,Trachycardium rugosum
TQQ,3162301008,Giant Pacific cockle,Trachycardium quadragenarium
YKU,3162301009,Reddish cockle,Trachycardium rubicundum
YKA,3162301010,Angulate cockle,Trachycardium angulatum
YKR,3162301011,Orbit cockle,Trachycardium orbita
YKS,3162301012,Wrinkled cockle,Trachycardium subrugosum
YWX,31623010XX,,Trachycardium spp
FGR,3162301101,White strawberry cockle,Fragum fragum
FGE,3162301102,Pacific half cockle,Fragum hemicardium
FGD,3162301103,Pacific strawberry cockle,Fragum unedo
MDQ,3162301201,Atlantic strawberry cockle,Americardia media
KCC,3162301301,True heart cockle,Corculum cardissa
GKS,3162301401,Broad cockle,Plagiocardium pseudolatum
VKA,3162301501,Asiatic cockle,Vepricardium asiaticum
VKS,3162301502,Chinese cockle,Vepricardium sinense
QRG,3162301601,Greenland smoothcockle,Serripes groenlandicus
ZCZ,3162301701,Hairy cockle,Ciliatocardium ciliatum
COZ,31623XXXXX,Cockles nei,Cardiidae
KDS,3162400101,Striate beach clam,Atactodea striata
AFQ,3162400201,Pipi wedge clam,Paphies australis
AKX,31624002XX,,Paphies spp
DJC,3162400301,Corneous wedge clam,Donacilla cornea
CLM,3162403901,Macha clam,Mesodesma donacium
EQT,3162403902,Yellow wedge clam,Mesodesma mactroides
EQU,3162403903,Tuatua wedge clam,Mesodesma subtriangulatum
EQV,3162403904,Toheroa wedge clam,Mesodesma ventricosum
EBX,31624039XX,,Mesodesma spp
IMA,3162500101,Flat tree oyster,Isognomon alatus
IMR,3162500102,Pacific tree oyster,Isognomon recognitus
IOJ,3162500103,Janus tree oyster,Isognomon janus
IGH,3162500104,Saddle tree oyster,Isognomon ephippium
IGQ,3162500105,Wader tree oyster,Isognomon isognomum
IMP,3162500106,Rayed tree oyster,Isognomon perna
IMX,31625001XX,,Isognomon spp
TDG,3162605001,Giant clam,Tridacna gigas
TDD,3162605002,Smooth giant clam,Tridacna derasa
TDS,3162605003,Fluted giant clam,Tridacna squamosa
DKC,3162605004,Crocus giant clam,Tridacna crocea
DKX,3162605005,Elongate giant clam,Tridacna maxima
QQX,31626050XX,Giant clams nei,Tridacna spp
HIP,3162605101,Bear paw clam,Hippopus hippopus
HJQ,3162605102,China clam,Hippopus porcellanus
TNX,3162700101,Antarctic soft-shell clam,Laternula elliptica
ELV,3162700102,Truncate lantern clam,Laternula truncata
ERX,31627001XX,,Laternula spp
IML,3162800101,Spiny file shell,Lima lima
IMV,3162800102,Common file shell,Lima vulgaris
IMT,3162800201,Inflated file shell,Limaria tuberculata
KTR,3162800301,Rathbun's giant file shell,Acesta rathbuni
AVI,3162800302,Giant file shell,Acesta maui
KTX,3162800401,Rough lima,Ctenoides scabra
LQI,3162900101,Antarctic airy limopsis,Limopsis marionensis
NQE,3163000101,Toothless lucine,Anodontia edentula
KKO,3163000201,Atlantic tiger lucine,Codakia orbicularis
KKT,3163000202,Pacific tiger lucine,Codakia tigerina
KKI,3163000203,Interrupted lucine,Codakia interrupta
KKP,3163000204,Punctate lucine,Codakia punctata
KLX,31630002XX,,Codakia spp
ULK,3163000401,Corrugate lucine,Austriella corrugata
EKL,3163000501,Divergent lucine,Epicodakia bella
LQU,3163000601,Pale lucina,Loripes lucinalis
LQB,3163000701,Northern lucina,Lucinoma borealis
EWQ,3163000801,Pennsylvania lucine,Lucina pensylvanica
EWX,31630008XX,,Lucina spp
USG,3163100101,Straight hammer oyster,Malleus regula
EQB,3163100102,White hammer oyster,Malleus albus
EQM,3163100103,Black hammer oyster,Malleus malleus
LQG,3163200101,Kerguelen malletia,Malletia gigantea
KTF,3163300101,Broad ribbed cardita,Carditamera floridana
KDQ,3163300201,Antique cardita,Cardites antiquatus
KDT,3163300202,Tankerville's cardita,Cardites tankervillei
KDB,3163300203,Twotoned cardita,Cardites bicolor
YCI,3163300301,Antarctic cardita,Cyclocardia astartoides
KDJ,3163300401,Ajar cardita,Cardiocardita ajar
KBX,31633004XX,,Cardiocardita spp
BNG,3163300501,Halfround cardita,Beguina semiorbiculata
EQO,3163400101,Olive ark,Estellacar olivacea
OLQ,3163500101,Kerguelen nut shell,Portlandia isonota
YDH,3163500201,Antarctic yoldia,Yoldia eightsii
BEQ,3163600101,White piddock,Barnea candida
BQS,3163600102,Pacific mud piddock,Barnea subtruncata
BQD,3163600103,Dilate piddock,Barnea dilatata
BQM,3163600104,Manila piddock,Barnea manilensis
BQT,3163600105,Truncate barnea,Barnea truncata
YPK,3163600201,Angel wing,Cyrtopleura costata
FLK,3163600301,Pacific coast angel wing,Pholas chiloensis
FOO,3163600302,Oriental angel wing,Pholas orientalis
FOD,3163600303,Common piddock,Pholas dactylus
FJX,31636003XX,,Pholas spp
MJX,3163600401,Striate martesia,Martesia striata
TXP,3163600501,Talona pholaad,Talona explanata
TQF,3163700101,Brittle pen shell,Atrina fragilis
TQE,3163700102,Comb pen shell,Atrina pectinata
TQM,3163700103,Maura pen shell,Atrina maura
TQC,3163700104,Tuberculate pen shell,Atrina tuberculosa
TQX,3163700105,Flag pen shell,Atrina vexillum
RNY,3163700106,Chautard's pen shell,Atrina chautardi
TQY,31637001XX,Pen shells nei,Atrina spp
PQB,3163700201,Noble pen shell,Pinna nobilis
PJQ,3163700202,Rugose pen shell,Pinna rugosa
IAK,3163700203,Bicolor pen shell,Pinna bicolor
NAJ,3163700204,Prickly pen shell,Pinna muricata
NNW,3163700205,Rough pen shell,Pinna rudis
IDX,31637002XX,,Pinna spp
GQE,3163800101,Elongate sunset clam,Gari elongata
GQM,3163800102,Minor sunset clam,Gari minor
GJT,3163800103,Courtesan sunset clam,Gari togata
GJQ,3163800104,Squamose sunset clam,Gari squamosa
GJU,3163800105,Truncate sunset clam,Gari truncata
GJD,3163800106,Depressed sunset clam,Gari depressa
GIF,3163800107,Faeroe sunset clam,Gari fervensis
GIX,31638001XX,Sunset clams nei,Gari spp
HXF,3163800201,Western small false donax,Heterodonax pacificus
HUQ,3163800301,Chinese sanguin,Hiatula chinensis
UTN,3163800401,Nuttall's mahogany clam,Nuttallia nuttallii
NUY,3163800402,Varnish clam,Nuttallia obscurata
UNU,3163800501,Operculate sanguin,Sanguinolaria cruenta
UJX,31638005XX,,Sanguinolaria spp
FSV,3163800601,Pacific asaphis,Asaphis violascens
FWX,31638006XX,,Asaphis spp
OIF,3163800701,Diphos sanguin,Soletellina diphos
SRZ,3163900101,Radiate semele,Semele radiata
EMQ,3163900102,Bark semele,Semele decisa
TUW,3163900103,Chilean semele,Semele solida
XML,31639001XX,Semeles nei,Semele spp
SVT,3164000101,Constricted tagelus,Sinonovacula constricta
TGZ,3164000201,Dombey's tagelus,Tagelus dombeii
TEX,3164000202,Stout tagelus,Tagelus plebeius
TEY,3164000203,Californian tagelus,Tagelus californianus
TLX,3164000204,Duckbill tagelus,Tagelus peruvianus
GLW,3164000205,Adanson's tagelus,Tagelus adansonii
GHX,31640002XX,,Tagelus spp
ZNB,3164000301,Small short razor,Azorinus abbreviatus
ZNC,3164000302,Antique razor clam,Azorinus chamasolen
KUT,3164000401,Divaricate short razor,Solecurtus divaricatus
UUT,3164000402,Rasp short razor,Solecurtus strigilatus
UUX,31640004XX,,Solecurtus spp
FRL,3164000501,Bean solen,Pharus legumen
DYM,3164100101,Atlantic thorny oyster,Spondylus americanus
DYD,3164100102,European thorny oyster,Spondylus gaederopus
DYJ,3164100103,Digitate thorny oyster,Spondylus ictericus
ONF,3164100105,Donkey thorny oyster,Spondylus calcifer
OUQ,3164100106,Pacific thorny oyster,Spondylus princeps
OOQ,3164100107,Ducal thorny oyster,Spondylus squamosus
DYB,3164100108,Bearded thorny oyster,Spondylus barbatus
DUL,3164100109,Butler's thorny oyster,Spondylus butleri
DSJ,3164100110,Imperial thorny oyster,Spondylus imperialis
DSV,3164100111,Golden thorny oyster,Spondylus versicolor
DZX,31641001XX,Thorny oysters nei,Spondylus spp
MQF,3164200101,Short macoma,Macoma brevifrons
OKC,3164200102,Constricted macoma,Macoma constricta
MKD,3164200103,Grand macoma,Macoma grandis
MCZ,3164200104,Bentnose macoma,Macoma nasuta
MKZ,3164200105,White sand macoma,Macoma secta
KMC,3164200106,Cancellate panope,Macoma cancellata
ZMC,3164200107,Chalky macoma,Macoma calcarea
OVX,31642001XX,,Macoma spp
TQI,3164200201,Fleshy tellin,Tellina incarnata
TQL,3164200202,Alternate tellin,Tellina alternata
TQT,3164200203,Flat tellin,Tellina planata
TQS,3164200204,Cross tellin,Tellina staurella
TQV,3164200205,Virgate tellin,Tellina virgata
TNZ,3164200206,Lacerate tellin,Tellina laceridens
TLY,3164200207,Similar red tellin,Tellina simulans
TFK,3164200208,Foliated tellin,Tellina foliacea
LLF,3164200209,Cat's tongue tellin,Tellina linguafelis
LLX,3164200210,Palate tellin,Tellina palatam
EQJ,3164200211,Remies tellin,Tellina remies
EQC,3164200212,Rasp tellin,Tellina scobinata
EQN,3164200213,Timor tellin,Tellina timorensis
EIX,3164200214,Glossy tellin,Tellina albicans
LIQ,3164200215,Beautiful tellin,Tellina pulchella
ENW,3164200216,Delicate tellin,Tellina tenuis
TXH,3164200217,Hyaline tellin,Tellina hyalina
TXS,3164200218,Senegambian tellin,Tellina senegambiensis
TXT,3164200219,Thin tellin,Tellina strigosa
TXF,3164200220,,Tellina fabula
TWL,31642002XX,Tellins nei,Tellina spp
YMH,3164200301,Saddle grooved macoma,Apolymetis ephippium
YIY,3164200302,Paper tellin,Apolymetis papyracea
YKX,31642003XX,,Apolymetis spp
GTG,3164200401,Fragile tellin,Gastrana fragilis
UCL,3164400101,Hooked ark,Cucullaea labiata
UNA,3164500101,Windowpane oyster,Placuna placenta
UNF,3164500102,Saddle oyster,Placuna ephippium
BCQ,3164600101,Edible shipworm,Bactronophorus thoracites
YRK,3164600201,Siamese shipworm,Lyrodus pedicellatus
YIU,3164700101,Undulated false lucine,Mysia undata
PKH,3164700201,False angel wing,Petricola pholadiformis
PIX,31647002XX,,Petricola spp
OBN,3164800101,Peppery furrow,Scrobicularia plana
OMX,3164900101,Mediterranean awning clam,Solemya togata
HQY,3165000101,Paper thracia,Thracia papyracea
HQN,3165000102,Pubescent thracia,Thracia pubescens
DRP,3165100101,Zebra mussel,Dreissena polymorpha
YIH,3165100201,Dark falsemussel,Mytilopsis leucophaeata
YSQ,3165100202,Santo Domingo falsemussel,Mytilopsis sallei
EGW,3165200101,,Euciroa galatheae
CLX,316XXXXXXX,"Clams, etc. nei",Bivalvia
EDK,3210100101,Koch’s bottletail squid,Sepiadarium kochii
EDZ,3210100102,Southern bottletail squid,Sepiadarium austrinum
EZL,3210100201,Striped dumpling squid,Sepioloidea lineolata
EJA,3210200201,Needle cuttlefish,Sepia aculeata
CTC,3210200202,Common cuttlefish,Sepia officinalis
EJB,3210200203,African cuttlefish,Sepia bertheloti
EJE,3210200204,Elegant cuttlefish,Sepia elegans
IAR,3210200205,Pink cuttlefish,Sepia orbignyana
EJN,3210200206,Andrea cuttlefish,Sepia andreana
EIP,3210200207,Giant Australian cuttlefish,Sepia apama
EJR,3210200208,Arabian cuttlefish,Sepia arabica
EJU,3210200209,,Sepia aureomaculata
EJT,3210200210,Southern cuttlefish,Sepia australis
EJG,3210200211,Slender cuttlefish,Sepia braggi
EIJ,3210200212,Shortclub cuttlefish,Sepia brevimana
EJL,3210200213,Guinean cuttlefish,Sepia elobyana
EJO,3210200214,,Sepia erostrata
EJK,3210200215,Golden cuttlefish,Sepia esculenta
EJF,3210200216,,Sepia foliopeza
EIQ,3210200217,Kobi cuttlefish,Sepia kobiensis
EJX,3210200218,Broadclub cuttlefish,Sepia latimanus
IAL,3210200219,Longarm cuttlefish,Sepia longipes
IAO,3210200220,Spider cuttlefish,Sepia lorigera
EIY,3210200221,Kisslip cuttlefish,Sepia lycidas
EJD,3210200222,Madokai's cuttlefish,Sepia madokai
IAM,3210200223,Reaper cuttlefish,Sepia mestus
IAI,3210200224,,Sepia tokioensis
EJY,3210200225,Frog cuttlefish,Sepia murrayi
IAA,3210200226,Oman cuttlefish,Sepia omani
IAD,3210200227,,Sepia pardex
IAT,3210200228,,Sepia peterseni
IAH,3210200229,Pharaoh cuttlefish,Sepia pharaonis
EJH,3210200230,Hooded cuttlefish,Sepia prashadi
IAE,3210200231,Curvespine cuttlefish,Sepia recurvirostra
IAV,3210200232,Broadback cuttlefish,Sepia savignyi
EIW,3210200233,,Sepia subtenuipes
EJW,3210200234,,Sepia tenuipes
IAN,3210200235,Trident cuttlefish,Sepia trygonina
CVT,3210200237,Giant African cuttlefish,Sepia hierredda
IAQ,3210200238,Magnificent cuttlefish,Sepia opipara
IEV,3210200239,Patchwork cuttlefish,Sepia vermiculata
IEB,3210200240,Stumpy cuttlefish,Sepia bandensis
WTB,3210200241,Bartlett's cuttlefish,Sepia bartletti
WTC,3210200242,Knifebone cuttlefish,Sepia cultrata
WTE,3210200243,Ovalbone cuttlefish,Sepia elliptica
WTG,3210200244,Ken’s cuttlefish,Sepia grahami
WTH,3210200245,Hedley’s cuttlefish,Sepia hedleyi
WSP,3210200246,Papuan cuttlefish,Sepia papuensis
WTA,3210200247,Striking cuttlefish,Sepia plangon
WTK,3210200248,Small striped cuttlefish,Sepia prabahari
WTQ,3210200249,Little cuttlefish,Sepia mira
WTR,3210200250,Large striped cuttlefish,Sepia ramani
WTZ,3210200251,Rosecone cuttlefish,Sepia rozella
WTY,3210200252,Smith’s cuttlefish,Sepia smithi
WTF,3210200253,Starry cuttlefish,Sepia stellifera
WSU,3210200254,Grooved cuttlefish,Sepia sulcata
WTV,3210200255,Viet Nam cuttlefish,Sepia vietnamica
WSZ,3210200256,Voss’ cuttlefish,Sepia vossi
WSW,3210200257,Whitley’s cuttlefish,Sepia whitleyana
WUZ,3210200258,Zanzibar cuttlefish,Sepia zanzibarica
WOA,3210200259,,Sepia acuminata
WON,3210200260,,Sepia incerta
WOO,3210200261,,Sepia simoniana
IAX,32102002XX,Cuttlefishes nei,Sepia spp
IAJ,3210200501,Paintpot cuttlefish,Metasepia tullbergi
IAZ,3210200502,Flamboyant cuttlefish,Metasepia pfefferi
IEJ,3210203001,Japanese spineless cuttlefish,Sepiella japonica
ILR,3210203002,Spineless cuttlefish,Sepiella inermis
IEO,3210203003,Ornate cuttlefish,Sepiella ornata
WTO,3210203004,Sotty cuttlefish,Sepiella ocellata
WRW,3210203005,Web’s cuttlefish,Sepiella weberi
IEX,32102030XX,Sepiella cuttlefishes nei,Sepiella spp
CTL,32102XXXXX026,"Cuttlefish, bobtail squids nei","Sepiidae, Sepiolidae"
HHP,3210300101,Odd bobtail squid,Heteroteuthis dispar
HZS,3210300102,,Heteroteuthis serventyi
HZW,3210300103,Stumpy bobtail squid,Heteroteuthis weberi
IIN,3210300201,Japanese bobtail squid,Sepiolina nipponensis
ROA,3210302201,Stout bobtail squid,Rossia macrosoma
OJU,3210302204,Bully bobtail squid,Rossia bullisi
OJP,3210302205,North Pacific bobtail squid,Rossia pacifica
OJT,3210302206,Tortuga bobtail squid,Rossia tortugaensis
OJA,3210303001,Antilles bobtail squid,Austrorossia antillensis
OJB,3210303002,Big-eyed bobtail squid,Austrorossia bipapillata
OJG,3210303003,Big bottom bobtail squid,Austrorossia australis
UTK,3210303101,Leucoptera bobtail squid,Stoloteuthis leucoptera
EMY,3210303601,Humming-bird bobtail squid,Euprymna berryi
EYQ,3210303602,Mimika bobtail squid,Euprymna morsei
EYZ,3210303603,Southern bobtail squid,Euprymna tasmanica
CTR,3210303901,Dwarf bobtail squid,Sepiola rondeleti
IOF,3210303902,Analogous bobtail squid,Sepiola affinis
IOT,3210303903,Atlantic bobtail squid,Sepiola atlantica
IOU,3210303904,Golden bobtail squid,Sepiola aurantiaca
IOB,3210303905,Butterfly bobtail squid,Sepiola birostrata
IOI,3210303906,Intermediate bobtail squid,Sepiola intermedia
IOL,3210303907,Tongue bobtail squid,Sepiola ligulata
IOR,3210303908,Robust bobtail squid,Sepiola robusta
IOE,3210303909,Steenstrup's bobtail squid,Sepiola steenstrupiana
IOZ,3210303910,Spotty bobtail squid,Sepiola parva
IOQ,3210303911,Knobby bobtail squid,Sepiola trirostrata
IOX,32103039XX,Sepiola bobtail squids nei,Sepiola spp
OTO,3210304001,Lentil bobtail squid,Rondeletiola minor
ITG,3210304201,Elegant bobtail squid,Sepietta neglecta
ITB,3210304202,Mysterious bobtail squid,Sepietta obscura
ITW,3210304203,Common bobtail squid,Sepietta oweniana
MQI,3210304601,Greater shining bobtail squid,Semirossia equalis
IRE,3210304602,Lesser shining bobtail squid,Semirossia tenera
NEK,3210304801,Carol bobtail squid,Neorossia caroli
OJY,3210400101,Little squid,Loligo uyii
SQP,3210400102,Patagonian squid,Loligo gahi
SQO,3210400103,Opalescent inshore squid,Loligo opalescens
OJH,3210400104,Mitre squid,Loligo chinensis
SQL,3210400105,Longfin squid,Loligo pealeii
OJE,3210400106,Swordtip squid,Loligo edulis
OGK,3210400107,Spear squid,Loligo bleekeri
OGB,3210400108,Beka squid,Loligo beka
SQR,3210400109,European squid,Loligo vulgaris
OJK,3210400110,Kobi squid,Loligo kobiensis
OJD,3210400111,Indian squid,Loligo duvauceli
CHO,3210400112,Cape Hope squid,Loligo reynaudii
SQF,3210400113,Veined squid,Loligo forbesi
OJJ,3210400114,Japanese squid,Loligo japonica
OJL,3210400115,Bigeye inshore squid,Loligo ocula
OJO,3210400116,Slender inshore squid,Loligo plei
OJR,3210400117,Island inshore squid,Loligo roperi
OJS,3210400118,Sao Paulo squid,Loligo sanpaulensis
OJI,3210400119,Siboga squid,Loligo sibogae
OJM,3210400121,Surinam squid,Loligo surinamensis
SQC,32104001XX,Common squids nei,Loligo spp
SUY,3210400201,,Stauroteuthis syrtensis
UHU,3210400701,Southern reef squid,Sepioteuthis australis
UHL,3210400702,Bigfin reef squid,Sepioteuthis lessoniana
UHS,3210400703,Caribbean reef squid,Sepioteuthis sepioidea
UHW,32104007XX,Reef squids nei,Sepioteuthis spp
OUL,3210401301,European common squid,Alloteuthis subulata
OUM,3210401302,Midsize squid,Alloteuthis media
OUK,3210401303,African squid,Alloteuthis africana
OUW,32104013XX,Alloteuthis squids nei,Alloteuthis spp
IUB,3210402101,Western Atlantic brief squid,Lolliguncula brevis
IUM,3210402102,Guinean thumbstall squid,Lolliguncula mercatoris
IUJ,3210402103,Panama brief squid,Lolliguncula panamensis
SQT,32104021XX,Thumbstall squids nei,Lolliguncula spp
OKD,3210402301,Dart squid,Loliolopsis diomedeae
URB,3210402401,Bartsch's squid,Uroteuthis bartschi
OJN,3210402402,Long barrel squid,Uroteuthis singhalensis
SQZ,32104XXXXX,Inshore squids nei,Loliginidae
HQI,3210500101,Glassy flying squid,Hyaloteuthis pelagica
OFJ,3210500301,Neon flying squid,Ommastrephes bartrami
OFC,3210500302,Webbed flying squid,Ommastrephes caroli
OMM,32105003XX,Flying squids nei,Ommastrephes spp
OKA,3210500901,Atlantic bird squid,Ornithoteuthis antillarum
OKL,3210500902,Shiny bird squid,Ornithoteuthis volatilis
SQI,3210501001,Northern shortfin squid,Illex illecebrosus
SQM,3210501002,Broadtail shortfin squid,Illex coindetii
SQA,3210501003,Argentine shortfin squid,Illex argentinus
IXO,3210501005,Sharptail shortfin squid,Illex oxygonius
ILL,32105010XX,Shortfin squids nei,Illex spp
TDQ,3210501101,Lesser flying squid,Todaropsis eblanae
GIS,3210502301,Jumbo flying squid,Dosidicus gigas
YMU,3210504301,Luminous flying squid,Symplectoteuthis luminosa
SQE,3210505801,European flying squid,Todarodes sagittatus
TFP,3210505802,Antarctic flying squid,Todarodes filippovae
SQJ,3210505803,Japanese flying squid,Todarodes pacificus
SQG,3210505804,Angolan flying squid,Todarodes angolensis
QSX,32105058XX,Todarodes flying squids nei,Todarodes spp
TSQ,3210505901,Wellington flying squid,Nototodarus sloanii
NDG,3210505902,Gould's flying squid,Nototodarus gouldi
NDH,3210505903,Hawaiian flying squid,Nototodarus hawaiiensis
QND,32105059XX,Nototodarus flying squids nei,Nototodarus spp
SQS,3210506001,Sevenstar flying squid,Martialia hyadesi
OFE,3210506101,Orangeback flying squid,Sthenoteuthis pteropus
YMO,3210506102,Purpleback flying squid,Sthenoteuthis oualaniensis
OMZ,32105XXXXX,Ommastrephidae squids nei,Ommastrephidae
SQU,32105XXXXX036,Various squids nei,"Loliginidae, Ommastrephidae"
NHL,3210605201,Angel squid,Ancistroteuthis lichtensteini
YHB,3210605301,Common clubhook squid,Onychoteuthis banksii
YHJ,3210605302,Boreal clubhook squid,Onychoteuthis borealijaponica
OIJ,3210605401,Greater hooked squid,Onykia ingens
UHK,3210605402,Smooth hooked squid,Onykia knipovitchi
UHN,3210605403,Japanese hooked squid,Onykia lonnbergi
UHR,3210605404,Rugose hooked squid,Onykia robsoni
UHB,3210605405,Robust clubhook squid,Onykia robusta
UHY,3210605406,Carribean clubhook squid,Onykia carriboea
UHX,32106054XX,Hooked squids nei,Onykia spp
UWV,3210605501,Whale squid,Walvisteuthis virilis
ICR,3210700101,,Liocranchia reinhardti
TWM,3210700201,Atlantic cranch squid,Teuthowenia megalops
GTH,3210701601,Armed cranch squid,Galiteuthis armata
YUV,3210703001,Leach's cranch squid,Leachia cyclura
ZTP,3210703401,Peacock cranch squid,Taonius pavo
ZBL,3210703801,Lyre cranch squid,Bathothauma lyromma
ZEI,3210704201,Unarmed cranch squid,Egea inermis
ZLP,3210704501,Bigeye cranch squid,Liguriella podophthalma
ZMK,3210704801,Large cranch squid,Megalocranchia maxima
WMG,3210705001,Melancholy cranch squid,Sandalops melancholicus
EKH,3210705501,Antarctic cranch squid,Mesonychoteuthis hamiltoni
GGQ,3210800101,Greater argonaut,Argonauta argo
GFN,3210800102,Knobby argonaut,Argonauta nodosa
GAX,32108001XX,Argonauts nei,Argonauta spp
TWT,3210900102,Turquet's octopus,Pareledone turqueti
PRD,32109001XX,Antarctic octopuses,Pareledone spp
LLK,3210900201,,Callistoctopus arakawai
OKT,3210900501,,Octopus tenuicirrus
OKE,3210900502,Gloomy octopus,Octopus tetricus
OKH,3210900503,Tehuelche octopus,Octopus tehuelchus
OQC,3210900504,Big blue octopus,Octopus cyaneus
OKJ,3210900505,Whiparm octopus,Octopus variabilis
OCN,3210900506,White-spotted octopus,Octopus macropus
OCC,3210900507,Common octopus,Octopus vulgaris
OTY,3210900508,Brownstriped octopus,Octopus burryi
OUJ,3210900509,Sandbird octopus,Octopus aegina
OTQ,3210900510,Caribbean reef octopus,Octopus briareus
OCQ,3210900511,Chestnut octopus,Octopus conispadiceus
OQD,3210900512,Lilliput longarm octopus,Octopus defilippi
OQF,3210900513,North Pacific giant octopus,Octopus dofleini
OQU,3210900514,Marbled octopus,Octopus dollfusi
OQL,3210900515,Globe octopus,Octopus globosus
OQH,3210900516,Bumblebee octopus,Octopus hummelincki
OQJ,3210900517,Pygmy octopus,Octopus joubini
OQB,3210900518,Lobed octopus,Octopus lobensis
OQY,3210900519,Mexican four-eyed octopus,Octopus maya
OQR,3210900520,Webfoot octopus,Octopus membranaceus
OQI,3210900521,,Octopus minor
OQV,3210900522,,Octopus oliveri
OQT,3210900523,Spider octopus,Octopus salutii
OQN,3210900524,Moon octopus,Octopus selene
OKZ,3210900525,Atlantic banded octopus,Octopus zonatus
OCW,3210900526,,Octopus neglectus
OFY,3210900527,,Octopus fangsiao
QDM,3210900528,,Octopus mimus
QGU,3210900529,,Octopus magnificus
OCZ,32109005XX,Octopuses nei,Octopus spp
EOI,3210902401,Horned octopus,Eledone cirrhosa
EDT,3210902402,Musky octopus,Eledone moschata
