"year","country","family","species","sci_name","quantity","aquaculture","post","group","year_start"
1973,"SGP","Synodontidae","LIX","Synodontidae",200,0,0,0,1980
1973,"SLE","Ariidae","CAX","Ariidae",101,0,0,0,1980
1973,"SLE","Haemulidae","GRB","Brachydeuterus auritus",86,0,0,0,1980
1973,"SLE","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",66,0,0,0,1980
1973,"SPM","Lophiidae","ANG","Lophius americanus",2,0,0,0,1980
1973,"SUN","Ariidae","CAX","Ariidae",8102,0,0,0,1980
1973,"SUN","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",154300,0,0,0,1980
1973,"SUN","Istiophoridae","BUM","Makaira nigricans",62,0,0,0,1980
1973,"SUN","Istiophoridae","SAI","Istiophorus albicans",14,0,0,0,1980
1973,"SUN","Istiophoridae","WHM","Tetrapturus albidus",24,0,0,0,1980
1973,"SUN","Lithodidae","KCD","Paralithodes camtschaticus",18700,0,0,0,1980
1973,"SUN","Lophiidae","ANG","Lophius americanus",16853,0,0,0,1980
1973,"SUN","Merlucciidae","GRN","Macruronus novaezelandiae",3900,0,0,0,1980
1973,"SUN","Merlucciidae","HKC","Merluccius capensis, M.paradoxus",398300,0,0,0,1980
1973,"SUN","Merlucciidae","HKE","Merluccius merluccius",1600,0,0,0,1980
1973,"SUN","Merlucciidae","HKM","Merluccius senegalensis",68771,0,0,0,1980
1973,"SUN","Merlucciidae","HKS","Merluccius bilinearis",411986,0,0,0,1980
1973,"SUN","Merlucciidae","HKX","Merluccius spp",127,0,0,0,1980
1973,"SUN","Merlucciidae","NHA","Merluccius productus",152900,0,0,0,1980
1973,"SUN","Merlucciidae","PHA","Merluccius gayi",39200,0,0,0,1980
1973,"SUN","Mullidae","MUX","Mullus spp",100,0,0,0,1980
1973,"SUN","Ommastrephidae","SQI","Illex illecebrosus",8992,0,0,0,1980
1973,"SUN","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",20774,0,0,0,1980
1973,"SUN","Scomberesocidae","SAP","Cololabis saira",50300,0,0,0,1980
1973,"SUN","Scomberesocidae","SAU","Scomberesox saurus",2443,0,0,0,1980
1973,"SUN","Stromateidae","BUT","Peprilus triacanthus",2334,0,0,0,1980
1973,"SUN","Trichiuridae","LHT","Trichiurus lepturus",24516,0,0,0,1980
1973,"SUN","Xiphiidae","SWO","Xiphias gladius",214,0,0,0,1980
1973,"SWE","Ammodytidae","SAN","Ammodytes spp",1100,0,0,0,1980
1973,"SWE","Lophiidae","MON","Lophius piscatorius",100,0,0,0,1980
1973,"SWE","Merlucciidae","HKE","Merluccius merluccius",400,0,0,0,1980
1973,"SWE","Nephropidae","LBE","Homarus gammarus",100,0,0,0,1980
1973,"SWE","Nephropidae","NEP","Nephrops norvegicus",500,0,0,0,1980
1973,"SWE","Pandalidae","PRA","Pandalus borealis",2100,0,0,0,1980
1973,"TGO","Haemulidae","BUR","Pomadasys jubelini",5,0,0,0,1980
1973,"TGO","Haemulidae","GRB","Brachydeuterus auritus",56,0,0,0,1980
1973,"TGO","Trichiuridae","LHT","Trichiurus lepturus",4,0,0,0,1980
1973,"THA","Ariidae","CAX","Ariidae",11000,0,0,0,1980
1973,"THA","Loliginidae","SQC","Loligo spp",37500,0,0,0,1980
1973,"THA","Nemipteridae","MOB","Scolopsis spp",5900,0,0,0,1980
1973,"THA","Nemipteridae","THB","Nemipterus spp",18800,0,0,0,1980
1973,"THA","Stromateidae","SIP","Pampus argenteus",3300,0,0,0,1980
1973,"THA","Synodontidae","LIX","Synodontidae",13600,0,0,0,1980
1973,"THA","Trichiuridae","LHT","Trichiurus lepturus",4800,0,0,0,1980
1973,"TUN","Loliginidae","SQC","Loligo spp",100,0,0,0,1980
1973,"TUN","Merlucciidae","HKE","Merluccius merluccius",563,0,0,0,1980
1973,"TUN","Mullidae","MUX","Mullus spp",1216,0,0,0,1980
1973,"TUR","Loliginidae","SQC","Loligo spp",100,0,0,0,1980
1973,"TUR","Mullidae","MUR","Mullus surmuletus",668,0,0,0,1980
1973,"TUR","Mullidae","MUT","Mullus barbatus",1522,0,0,0,1980
1973,"TUR","Xiphiidae","SWO","Xiphias gladius",59,0,0,0,1980
1973,"TWN","Ariidae","CAX","Ariidae",2000,0,0,0,1980
1973,"TWN","Istiophoridae","BLM","Makaira indica",1986,0,0,0,1980
1973,"TWN","Istiophoridae","BUM","Makaira nigricans",4768,0,0,0,1980
1973,"TWN","Istiophoridae","MLS","Tetrapturus audax",1378,0,0,0,1980
1973,"TWN","Istiophoridae","SAI","Istiophorus albicans",598,0,0,0,1980
1973,"TWN","Istiophoridae","SFA","Istiophorus platypterus",2200,0,0,0,1980
1973,"TWN","Istiophoridae","WHM","Tetrapturus albidus",532,0,0,0,1980
1973,"TWN","Mullidae","GOX","Upeneus spp",5916,0,0,0,1980
1973,"TWN","Nemipteridae","THG","Nemipterus virgatus",13600,0,0,0,1980
1973,"TWN","Ommastrephidae","SQJ","Todarodes pacificus",22800,0,0,0,1980
1973,"TWN","Stromateidae","BUX","Stromateidae",2830,0,0,0,1980
1973,"TWN","Synodontidae","LIG","Saurida tumbil",20800,0,0,0,1980
1973,"TWN","Trichiuridae","LHT","Trichiurus lepturus",31700,0,0,0,1980
1973,"TWN","Xiphiidae","SWO","Xiphias gladius",3148,0,0,0,1980
1973,"TZA","Ariidae","CAX","Ariidae",400,0,0,0,1980
1973,"TZA","Istiophoridae","SFA","Istiophorus platypterus",140,0,0,0,1980
1973,"TZA","Nemipteridae","THB","Nemipterus spp",200,0,0,0,1980
1973,"URY","Merlucciidae","HKP","Merluccius hubbsi",4500,0,0,0,1980
1973,"URY","Ommastrephidae","SQA","Illex argentinus",200,0,0,0,1980
1973,"USA","Arcticidae","CLQ","Arctica islandica",5300,0,0,0,1980
1973,"USA","Ariidae","CAX","Ariidae",200,0,0,0,1980
1973,"USA","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",200,0,0,0,1980
1973,"USA","Istiophoridae","BIL","Istiophoridae",100,0,0,0,1980
1973,"USA","Lithodidae","KCS","Paralithodes spp",34800,0,0,0,1980
1973,"USA","Lophiidae","ANG","Lophius americanus",300,0,0,0,1980
1973,"USA","Merlucciidae","HKS","Merluccius bilinearis",19300,0,0,0,1980
1973,"USA","Merlucciidae","NHA","Merluccius productus",1200,0,0,0,1980
1973,"USA","Nephropidae","LBA","Homarus americanus",13100,0,0,0,1980
1973,"USA","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",7300,0,0,0,1980
1973,"USA","Pandalidae","PRA","Pandalus borealis",9800,0,0,0,1980
1973,"USA","Stromateidae","BUX","Stromateidae",1500,0,0,0,1980
1973,"USA","Stromateidae","ERP","Peprilus paru",100,0,0,0,1980
1973,"USA","Xiphiidae","SWO","Xiphias gladius",700,0,0,0,1980
1973,"VEN","Ariidae","CAX","Ariidae",4200,0,0,0,1980
1973,"VEN","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",5600,0,0,0,1980
1973,"VEN","Istiophoridae","BUM","Makaira nigricans",125,0,0,0,1980
1973,"VEN","Istiophoridae","SAI","Istiophorus albicans",91,0,0,0,1980
1973,"VEN","Istiophoridae","WHM","Tetrapturus albidus",175,0,0,0,1980
1973,"VEN","Loliginidae","SQC","Loligo spp",1700,0,0,0,1980
1973,"VEN","Stromateidae","BTG","Peprilus spp",100,0,0,0,1980
1973,"VEN","Trichiuridae","LHT","Trichiurus lepturus",700,0,0,0,1980
1973,"VEN","Xiphiidae","SWO","Xiphias gladius",23,0,0,0,1980
1973,"YUG","Loliginidae","SQC","Loligo spp",191,0,0,0,1980
1973,"YUG","Merlucciidae","HKE","Merluccius merluccius",408,0,0,0,1980
1973,"YUG","Mullidae","MUR","Mullus surmuletus",132,0,0,0,1980
1973,"YUG","Nephropidae","NEP","Nephrops norvegicus",204,0,0,0,1980
1973,"ZAF","Loliginidae","CHO","Loligo reynaudii",600,0,0,0,1980
1973,"ZAF","Lophiidae","MVO","Lophius vomerinus",4900,0,0,0,1980
1973,"ZAF","Merlucciidae","HKC","Merluccius capensis, M.paradoxus",133000,0,0,0,1980
1973,"ZAF","Nephropidae","NEM","Metanephrops mozambicus",100,0,0,0,1980
1974,"ABW","Istiophoridae","SAI","Istiophorus albicans",10,0,0,0,1980
1974,"AGO","Ariidae","CAX","Ariidae",182,0,0,0,1980
1974,"AGO","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",790,0,0,0,1980
1974,"AGO","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",163,0,0,0,1980
1974,"AGO","Trichiuridae","LHT","Trichiurus lepturus",2938,0,0,0,1980
1974,"ANT","Istiophoridae","SAI","Istiophorus albicans",28,0,0,0,1980
1974,"ARE","Ariidae","CAX","Ariidae",100,0,0,0,1980
1974,"ARE","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",200,0,0,0,1980
1974,"ARE","Leiognathidae","PON","Leiognathidae",2800,0,0,0,1980
1974,"ARE","Mullidae","MUM","Mullidae",100,0,0,0,1980
1974,"ARE","Nemipteridae","THD","Nemipteridae",100,0,0,0,1980
1974,"ARG","Loliginidae","SQP","Loligo gahi",200,0,0,0,1980
1974,"ARG","Merlucciidae","HKP","Merluccius hubbsi",162200,0,0,0,1980
1974,"ARG","Ommastrephidae","SQA","Illex argentinus",4900,0,0,0,1980
1974,"ARG","Xiphiidae","SWO","Xiphias gladius",10,0,0,0,1980
1974,"AUS","Ariidae","CAX","Ariidae",11,0,0,0,1980
1974,"AUS","Haemulidae","GRL","Pomadasys argenteus",4,0,0,0,1980
1974,"AUS","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",158,0,0,0,1980
1974,"BEL","Loliginidae","SQC","Loligo spp",90,0,0,0,1980
1974,"BEL","Lophiidae","MNZ","Lophius spp",1029,0,0,0,1980
1974,"BEL","Merlucciidae","HKE","Merluccius merluccius",351,0,0,0,1980
1974,"BEL","Nephropidae","NEP","Nephrops norvegicus",444,0,0,0,1980
1974,"BEN","Ariidae","CAX","Ariidae",84,0,0,0,1980
1974,"BEN","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",1338,0,0,0,1980
1974,"BGR","Loliginidae","SQL","Loligo pealeii",172,0,0,0,1980
1974,"BGR","Merlucciidae","HKC","Merluccius capensis, M.paradoxus",14397,0,0,0,1980
1974,"BGR","Merlucciidae","HKM","Merluccius senegalensis",539,0,0,0,1980
1974,"BGR","Merlucciidae","HKS","Merluccius bilinearis",2532,0,0,0,1980
1974,"BGR","Ommastrephidae","SQI","Illex illecebrosus",420,0,0,0,1980
1974,"BGR","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",148,0,0,0,1980
1974,"BGR","Trichiuridae","LHT","Trichiurus lepturus",10,0,0,0,1980
1974,"BHR","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",90,0,0,0,1980
1974,"BHR","Mullidae","MUM","Mullidae",50,0,0,0,1980
1974,"BHS","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",152,0,0,0,1980
1974,"BRA","Ariidae","CAX","Ariidae",18575,0,0,0,1980
1974,"BRA","Haemulidae","BRG","Conodon nobilis",3378,0,0,0,1980
1974,"BRA","Istiophoridae","BUM","Makaira nigricans",15,0,0,0,1980
1974,"BRA","Istiophoridae","SAI","Istiophorus albicans",78,0,0,0,1980
1974,"BRA","Istiophoridae","WHM","Tetrapturus albidus",32,0,0,0,1980
1974,"BRA","Loliginidae","SQC","Loligo spp",181,0,0,0,1980
1974,"BRA","Merlucciidae","HKP","Merluccius hubbsi",6800,0,0,0,1980
1974,"BRA","Mullidae","MUM","Mullidae",165,0,0,0,1980
1974,"BRA","Stromateidae","ERP","Peprilus paru",169,0,0,0,1980
1974,"BRA","Trichiuridae","LHT","Trichiurus lepturus",1251,0,0,0,1980
1974,"BRA","Xiphiidae","SWO","Xiphias gladius",465,0,0,0,1980
1974,"BRB","Istiophoridae","BUM","Makaira nigricans",183,0,0,0,1980
1974,"CAN","Loliginidae","SQL","Loligo pealeii",27,0,0,0,1980
1974,"CAN","Lophiidae","ANG","Lophius americanus",16,0,0,0,1980
1974,"CAN","Merlucciidae","HKS","Merluccius bilinearis",12,0,0,0,1980
1974,"CAN","Nephropidae","LBA","Homarus americanus",14257,0,0,0,1980
1974,"CAN","Ommastrephidae","SQI","Illex illecebrosus",82,0,0,0,1980
1974,"CAN","Pandalidae","PAN","Pandalus spp",3613,0,0,0,1980
1974,"CAN","Xiphiidae","SWO","Xiphias gladius",2,0,0,0,1980
1974,"CHL","Haemulidae","GRP","Isacia conceptionis",249,0,0,0,1980
1974,"CHL","Lithodidae","KCR","Lithodes santolla",511,0,0,0,1980
1974,"CHL","Merlucciidae","PHA","Merluccius gayi",43483,0,0,0,1980
1974,"CHL","Pandalidae","CHS","Heterocarpus reedi",7561,0,0,0,1980
1974,"CHL","Xiphiidae","SWO","Xiphias gladius",218,0,0,0,1980
1974,"CHN","Trichiuridae","LHT","Trichiurus lepturus",577335,0,0,0,1980
1974,"CIV","Ariidae","CAX","Ariidae",539,0,0,0,1980
1974,"CIV","Haemulidae","BUR","Pomadasys jubelini",1222,0,0,0,1980
1974,"CIV","Haemulidae","GRB","Brachydeuterus auritus",751,0,0,0,1980
1974,"CIV","Trichiuridae","LHT","Trichiurus lepturus",297,0,0,0,1980
1974,"CMR","Ariidae","CAX","Ariidae",960,0,0,0,1980
1974,"CMR","Haemulidae","GRB","Brachydeuterus auritus",5608,0,0,0,1980
1974,"COD","Haemulidae","GRB","Brachydeuterus auritus",200,0,0,0,1980
1974,"COD","Merlucciidae","HKC","Merluccius capensis, M.paradoxus",5800,0,0,0,1980
1974,"COG","Ariidae","CAX","Ariidae",241,0,0,0,1980
1974,"COG","Haemulidae","GRB","Brachydeuterus auritus",203,0,0,0,1980
1974,"COG","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",97,0,0,0,1980
1974,"COL","Ariidae","CAX","Ariidae",919,0,0,0,1980
1974,"COL","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",177,0,0,0,1980
1974,"COL","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",123,0,0,0,1980
1974,"COM","Istiophoridae","SFA","Istiophorus platypterus",53,0,0,0,1980
1974,"COM","Xiphiidae","SWO","Xiphias gladius",128,0,0,0,1980
1974,"CRI","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",6,0,0,0,1980
1974,"CUB","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",2000,0,0,0,1980
1974,"CUB","Istiophoridae","BUM","Makaira nigricans",686,0,0,0,1980
1974,"CUB","Istiophoridae","SAI","Istiophorus albicans",229,0,0,0,1980
1974,"CUB","Istiophoridae","WHM","Tetrapturus albidus",304,0,0,0,1980
1974,"CUB","Merlucciidae","HKC","Merluccius capensis, M.paradoxus",20479,0,0,0,1980
1974,"CUB","Merlucciidae","PHA","Merluccius gayi",11200,0,0,0,1980
1974,"CUB","Xiphiidae","SWO","Xiphias gladius",1081,0,0,0,1980
1974,"CYP","Merlucciidae","HKE","Merluccius merluccius",3,0,0,0,1980
1974,"CYP","Mullidae","MUR","Mullus surmuletus",74,0,0,0,1980
1974,"CYP","Mullidae","MUT","Mullus barbatus",70,0,0,0,1980
1974,"DEU","Lophiidae","MNZ","Lophius spp",315,0,0,0,1980
1974,"DEU","Merlucciidae","HKE","Merluccius merluccius",235,0,0,0,1980
1974,"DEU","Merlucciidae","HKS","Merluccius bilinearis",383,0,0,0,1980
1974,"DEU","Merlucciidae","NHA","Merluccius productus",1246,0,0,0,1980
1974,"DEU","Nephropidae","NEP","Nephrops norvegicus",1,0,0,0,1980
1974,"DNK","Ammodytidae","SAN","Ammodytes spp",432054,0,0,0,1980
1974,"DNK","Lophiidae","MON","Lophius piscatorius",330,0,0,0,1980
1974,"DNK","Merlucciidae","HKE","Merluccius merluccius",1832,0,0,0,1980
1974,"DNK","Nephropidae","LBE","Homarus gammarus",11,0,0,0,1980
1974,"DNK","Nephropidae","NEP","Nephrops norvegicus",1734,0,0,0,1980
1974,"DNK","Pandalidae","PRA","Pandalus borealis",1120,0,0,0,1980
1974,"DOM","Loliginidae","SQC","Loligo spp",39,0,0,0,1980
1974,"DOM","Mullidae","MUM","Mullidae",119,0,0,0,1980
1974,"DZA","Merlucciidae","HKE","Merluccius merluccius",880,0,0,0,1980
1974,"DZA","Mullidae","MUX","Mullus spp",854,0,0,0,1980
1974,"DZA","Nephropidae","NEP","Nephrops norvegicus",24,0,0,0,1980
1974,"DZA","Xiphiidae","SWO","Xiphias gladius",196,0,0,0,1980
1974,"EGY","Merlucciidae","HKE","Merluccius merluccius",44,0,0,0,1980
1974,"EGY","Mullidae","MUM","Mullidae",182,0,0,0,1980
1974,"EGY","Mullidae","MUX","Mullus spp",915,0,0,0,1980
1974,"EGY","Synodontidae","LIX","Synodontidae",838,0,0,0,1980
1974,"ESP","Haemulidae","GBR","Plectorhinchus mediterraneus",100,0,0,0,1980
1974,"ESP","Haemulidae","GRB","Brachydeuterus auritus",1241,0,0,0,1980
1974,"ESP","Loliginidae","SQC","Loligo spp",5300,0,0,0,1980
1974,"ESP","Loliginidae","SQL","Loligo pealeii",9375,0,0,0,1980
1974,"ESP","Lophiidae","ANG","Lophius americanus",30,0,0,0,1980
1974,"ESP","Lophiidae","MNZ","Lophius spp",14041,0,0,0,1980
1974,"ESP","Merlucciidae","HKC","Merluccius capensis, M.paradoxus",132478,0,0,0,1980
1974,"ESP","Merlucciidae","HKE","Merluccius merluccius",73369,0,0,0,1980
1974,"ESP","Merlucciidae","HKM","Merluccius senegalensis",12700,0,0,0,1980
1974,"ESP","Mullidae","MUR","Mullus surmuletus",414,0,0,0,1980
1974,"ESP","Mullidae","MUX","Mullus spp",2824,0,0,0,1980
1974,"ESP","Nephropidae","LBE","Homarus gammarus",12,0,0,0,1980
1974,"ESP","Nephropidae","NEP","Nephrops norvegicus",4512,0,0,0,1980
1974,"ESP","Ommastrephidae","SQI","Illex illecebrosus",7034,0,0,0,1980
1974,"ESP","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",26681,0,0,0,1980
1974,"ESP","Xiphiidae","SWO","Xiphias gladius",3593,0,0,0,1980
1974,"FJI","Leiognathidae","POY","Leiognathus spp",235,0,0,0,1980
1974,"FJI","Mullidae","GOX","Upeneus spp",88,0,0,0,1980
1974,"FRA","Loliginidae","SQC","Loligo spp",216,0,0,0,1980
1974,"FRA","Lophiidae","MNZ","Lophius spp",13215,0,0,0,1980
1974,"FRA","Merlucciidae","HKE","Merluccius merluccius",22985,0,0,0,1980
1974,"FRA","Mullidae","MUX","Mullus spp",280,0,0,0,1980
1974,"FRA","Nephropidae","LBE","Homarus gammarus",351,0,0,0,1980
1974,"FRA","Nephropidae","NEP","Nephrops norvegicus",12549,0,0,0,1980
1974,"FRA","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",3374,0,0,0,1980
1974,"FRO","Ammodytidae","SAN","Ammodytes spp",6422,0,0,0,1980
1974,"FRO","Lophiidae","MON","Lophius piscatorius",477,0,0,0,1980
1974,"FRO","Nephropidae","NEP","Nephrops norvegicus",31,0,0,0,1980
1974,"FRO","Pandalidae","PRA","Pandalus borealis",2023,0,0,0,1980
1974,"GBR","Ammodytidae","SAN","Ammodytes spp",15499,0,0,0,1980
1974,"GBR","Loliginidae","SQC","Loligo spp",238,0,0,0,1980
1974,"GBR","Lophiidae","MON","Lophius piscatorius",5314,0,0,0,1980
1974,"GBR","Merlucciidae","HKE","Merluccius merluccius",2558,0,0,0,1980
1974,"GBR","Mullidae","MUR","Mullus surmuletus",9,0,0,0,1980
1974,"GBR","Nephropidae","LBE","Homarus gammarus",1005,0,0,0,1980
1974,"GBR","Nephropidae","NEP","Nephrops norvegicus",11477,0,0,0,1980
1974,"GBR","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",230,0,0,0,1980
1974,"GBR","Pandalidae","PAN","Pandalus spp",432,0,0,0,1980
1974,"GBR","Pandalidae","PRA","Pandalus borealis",50,0,0,0,1980
1974,"GHA","Haemulidae","GRB","Brachydeuterus auritus",11508,0,0,0,1980
1974,"GHA","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",1009,0,0,0,1980
1974,"GHA","Istiophoridae","SAI","Istiophorus albicans",3040,0,0,0,1980
1974,"GHA","Merlucciidae","HKC","Merluccius capensis, M.paradoxus",11163,0,0,0,1980
1974,"GHA","Merlucciidae","HKX","Merluccius spp",434,0,0,0,1980
1974,"GHA","Mullidae","GOA","Pseudupeneus prayensis",365,0,0,0,1980
1974,"GHA","Trichiuridae","LHT","Trichiurus lepturus",2913,0,0,0,1980
1974,"GMB","Ariidae","CAX","Ariidae",267,0,0,0,1980
1974,"GRC","Loliginidae","SQC","Loligo spp",359,0,0,0,1980
1974,"GRC","Merlucciidae","HKE","Merluccius merluccius",6149,0,0,0,1980
1974,"GRC","Mullidae","GOA","Pseudupeneus prayensis",888,0,0,0,1980
1974,"GRC","Mullidae","MUX","Mullus spp",2025,0,0,0,1980
1974,"GRC","Nephropidae","NEP","Nephrops norvegicus",658,0,0,0,1980
1974,"GRC","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",1693,0,0,0,1980
1974,"GRL","Pandalidae","PRA","Pandalus borealis",10244,0,0,0,1980
1974,"HKG","Mullidae","GOX","Upeneus spp",2493,0,0,0,1980
1974,"HKG","Nemipteridae","THB","Nemipterus spp",16729,0,0,0,1980
1974,"HKG","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",3268,0,0,0,1980
1974,"HKG","Stromateidae","BUX","Stromateidae",1575,0,0,0,1980
1974,"HKG","Synodontidae","LIX","Synodontidae",3438,0,0,0,1980
1974,"HKG","Trichiuridae","CUT","Trichiuridae",3515,0,0,0,1980
1974,"IDN","Ariidae","CAX","Ariidae",8425,0,0,0,1980
1974,"IDN","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",466,0,0,0,1980
1974,"IDN","Istiophoridae","BLM","Makaira indica",92,0,0,0,1980
1974,"IDN","Istiophoridae","BUM","Makaira nigricans",61,0,0,0,1980
1974,"IDN","Istiophoridae","MLS","Tetrapturus audax",30,0,0,0,1980
1974,"IDN","Istiophoridae","SFA","Istiophorus platypterus",97,0,0,0,1980
1974,"IDN","Leiognathidae","PON","Leiognathidae",12440,0,0,0,1980
1974,"IDN","Loliginidae","SQC","Loligo spp",6728,0,0,0,1980
1974,"IDN","Mullidae","GOX","Upeneus spp",3343,0,0,0,1980
1974,"IDN","Nemipteridae","THB","Nemipterus spp",4580,0,0,0,1980
1974,"IDN","Stromateidae","SIP","Pampus argenteus",12800,0,0,0,1980
1974,"IDN","Synodontidae","BUC","Harpadon nehereus",3,0,0,0,1980
1974,"IDN","Synodontidae","LIG","Saurida tumbil",208,0,0,0,1980
1974,"IDN","Trichiuridae","CUT","Trichiuridae",4210,0,0,0,1980
1974,"IDN","Xiphiidae","SWO","Xiphias gladius",30,0,0,0,1980
1974,"IMN","Nephropidae","LBE","Homarus gammarus",7,0,0,0,1980
1974,"IMN","Nephropidae","NEP","Nephrops norvegicus",7,0,0,0,1980
1974,"IND","Ariidae","CAX","Ariidae",71476,0,0,0,1980
1974,"IND","Istiophoridae","BLM","Makaira indica",40,0,0,0,1980
1974,"IND","Istiophoridae","SFA","Istiophorus platypterus",183,0,0,0,1980
1974,"IND","Leiognathidae","PON","Leiognathidae",65599,0,0,0,1980
1974,"IND","Mullidae","GOX","Upeneus spp",3814,0,0,0,1980
1974,"IND","Stromateidae","BUX","Stromateidae",49857,0,0,0,1980
1974,"IND","Synodontidae","BUC","Harpadon nehereus",139141,0,0,0,1980
1974,"IND","Synodontidae","LIX","Synodontidae",1723,0,0,0,1980
1974,"IND","Trichiuridae","CUT","Trichiuridae",60019,0,0,0,1980
1974,"IND","Xiphiidae","SWO","Xiphias gladius",26,0,0,0,1980
1974,"IRL","Merlucciidae","HKE","Merluccius merluccius",111,0,0,0,1980
1974,"IRL","Nephropidae","LBE","Homarus gammarus",253,0,0,0,1980
1974,"IRL","Nephropidae","NEP","Nephrops norvegicus",1380,0,0,0,1980
1974,"IRN","Istiophoridae","SFA","Istiophorus platypterus",68,0,0,0,1980
1974,"ISL","Lophiidae","MON","Lophius piscatorius",286,0,0,0,1980
1974,"ISL","Nephropidae","NEP","Nephrops norvegicus",1983,0,0,0,1980
1974,"ISL","Pandalidae","PRA","Pandalus borealis",6516,0,0,0,1980
1974,"ISR","Merlucciidae","HKC","Merluccius capensis, M.paradoxus",5600,0,0,0,1980
1974,"ISR","Merlucciidae","HKE","Merluccius merluccius",101,0,0,0,1980
1974,"ISR","Mullidae","MUX","Mullus spp",274,0,0,0,1980
1974,"ISR","Synodontidae","LIB","Saurida undosquamis",225,0,0,0,1980
1974,"ITA","Loliginidae","SQC","Loligo spp",4834,0,0,0,1980
1974,"ITA","Loliginidae","SQL","Loligo pealeii",3280,0,0,0,1980
1974,"ITA","Lophiidae","MNZ","Lophius spp",1652,0,0,0,1980
1974,"ITA","Merlucciidae","HKB","Merluccius polli",932,0,0,0,1980
1974,"ITA","Merlucciidae","HKC","Merluccius capensis, M.paradoxus",6720,0,0,0,1980
1974,"ITA","Merlucciidae","HKE","Merluccius merluccius",13574,0,0,0,1980
1974,"ITA","Mullidae","MUX","Mullus spp",11225,0,0,0,1980
1974,"ITA","Nephropidae","NEP","Nephrops norvegicus",2100,0,0,0,1980
1974,"ITA","Ommastrephidae","SQI","Illex illecebrosus",980,0,0,0,1980
1974,"ITA","Ommastrephidae","SQM","Illex coindetii",2679,0,0,0,1980
1974,"ITA","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",3733,0,0,0,1980
1974,"ITA","Squillidae","MTS","Squilla mantis",3962,0,0,0,1980
1974,"ITA","Xiphiidae","SWO","Xiphias gladius",3730,0,0,0,1980
1974,"JPN","Ammodytidae","PAS","Ammodytes personatus",299696,0,0,0,1980
1974,"JPN","Euphausiidae","KRI","Euphausia superba",649,0,0,0,1980
1974,"JPN","Haemulidae","GRX","Haemulidae (=Pomadasyidae)",1676,0,0,0,1980
1974,"JPN","Istiophoridae","BUM","Makaira nigricans",11032,0,0,0,1980
1974,"JPN","Istiophoridae","MLS","Tetrapturus audax",14837,0,0,0,1980
1974,"JPN","Istiophoridae","SAI","Istiophorus albicans",138,0,0,0,1980
1974,"JPN","Istiophoridae","SFA","Istiophorus platypterus",6303,0,0,0,1980
1974,"JPN","Istiophoridae","WHM","Tetrapturus albidus",441,0,0,0,1980
1974,"JPN","Lithodidae","KCD","Paralithodes camtschaticus",5461,0,0,0,1980
1974,"JPN","Lithodidae","KCS","Paralithodes spp",5461,0,0,0,1980
1974,"JPN","Loliginidae","SQL","Loligo pealeii",13375,0,0,0,1980
1974,"JPN","Merlucciidae","GRN","Macruronus novaezelandiae",2094,0,0,0,1980
1974,"JPN","Merlucciidae","HKC","Merluccius capensis, M.paradoxus",61567,0,0,0,1980
1974,"JPN","Merlucciidae","HKS","Merluccius bilinearis",183,0,0,0,1980
1974,"JPN","Merlucciidae","HKX","Merluccius spp",554,0,0,0,1980
1974,"JPN","Merlucciidae","NHA","Merluccius productus",960,0,0,0,1980
1974,"JPN","Ommastrephidae","SQI","Illex illecebrosus",3556,0,0,0,1980
1974,"JPN","Ommastrephidae","SQJ","Todarodes pacificus",310190,0,0,0,1980
1974,"JPN","Ommastrephidae","SQU","Loliginidae, Ommastrephidae",112130,0,0,0,1980
1974,"JPN","Ommastrephidae","TSQ","Nototodarus sloanii",47,0,0,0,1980
1974,"JPN","Scomberesocidae","SAP","Cololabis saira",135462,0,0,0,1980
1974,"JPN","Stromateidae","BUT","Peprilus triacanthus",4631,0,0,0,1980
1974,"JPN","Stromateidae","BUX","Stromateidae",2342,0,0,0,1980
